"Name","csuoee__Course_Code__c","hed__Course_ID__c","hed__Account__r.hed__School_Code__c","hed__Description__c","hed__Extended_Description__c","lms_hed__LMS_Reference_Code__c","csuoee__Short_Description__c","csuoee__Banner_Surrogate_ID__c","csuoee__AUCC_Category__c","hed__Credit_Hours__c","csuoee__Credit_Hours_Max__c","csuoee__Guaranteed_Transfer__c","csuoee__Guaranteed_Transfer_Category__c","csuoee__Quality_Matters__c"
"AGRI 547: Delivery of Coop Exten Prgrms","AGRI 547","AGRI 547","1101","","<p>Methods, techniques, and procedures in planning, implementation, and delivery of Cooperative Extension programs. This course is taught online but requires the student to work with a Cooperative Extension agent in the local area.</p>","AGRI-547","Methods, techniques, and procedures in planning, implementation and delivery of Cooperative Extension programs. This course is taught online but requires the student to work with a Cooperative Extension agent in the local area.","5710.0","","0.0","4.0","false","","false"
"AGRI 562: Food Systems and Agriculture","AGRI 562","AGRI 562","1101","","","AGRI-562","","4296.0","","0.0","3.0","false","","false"
"AGRI 587A: Internship: Domestic","AGRI 587A","AGRI 587A","1101","","<p>This is a formal internship coordinated with the local or state cooperative extension office and Colorado State University, College of Agricultural Sciences.</p><p>Students may sign up for 1-6 credits.</p>","AGRI-587A","This is a formal internship coordinated with the local or state cooperative extension office and Colorado State University, College of Agricultural Sciences.","4301.0","","1.0","12.0","false","","false"
"AGRI 630: Decision Making/Mgmt Skills","AGRI 630","AGRI 630","1101","","<p>This course is designed as an introduction to the Integrated Resource Management (IRM) graduate program. Using the context of agriculture, it helps students develop the skills necessary to be successful in graduate school, including critical thinking, problem solving, communication and leadership. The class lays the groundwork for the remainder of the 10 courses in the IRM program, and it is intended to equip students with the skills necessary to succeed in those courses.</p><p>Students who are enrolled in the IRM program or who wish to enroll in the IRM program would be a great fit for this class. It is also appropriate for students in the Colleges of Agricultural Sciences, Natural Resource, and Veterinary Medicine and Biomedical Sciences who want to take the course as an elective.</p><p>When students have completed this class, they will:</p><ul><li>Be able to demonstrate a working understanding of leadership and leadership strategies as well as effective communication</li><li>Understand statistical methods and be able to explain the use of statistics in agricultural enterprises.</li><li>Understand the goals and objectives of the IRM graduate program.</li></ul>","AGRI-630","Using the context of agriculture, this class helps students develop the skills necessary to be successful in graduate school, including critical thinking, problem solving, communication and leadership.","5713.0","","3.0","","false","","false"
"AGRI 684: Supervised College Teaching","AGRI 684","AGRI 684","1101","","<p>Supervised college teaching. Maximum of 4 credits allowed in course.</p>","AGRI-684","Supervised college teaching. Maximum of 4 credits allowed in course.","5787.0","","1.0","2.0","false","","false"
"AGRI 695: Independent Study","AGRI 695","AGRI 695","1101","","<p>Students will learn innovative ways to incorporate agriculture and natural resource topics into their academic curriculum.</p>","AGRI-695","Students will learn innovative ways to incorporate agriculture and natural resource topics into their academic curriculum.","5789.0","","1.0","12.0","false","","false"
"AGRI 698: Research","AGRI 698","AGRI 698","1101","","<p>Students enroll in this course when they are planning and conducting their thesis research or professional paper development.</p>","AGRI-698","Students enroll in this course when they are planning and conducting their thesis research or professional paper development.","5790.0","","1.0","6.0","false","","false"
"AHS 280A1: Self and Others","AHS 280A1","AHS 280A1","1501","","","AHS-280A1","","44103.0","","3.0","","false","","false"
"AHS 487B: Human Svcs Intern: Gerontology","AHS 487B","AHS 487B","1501","","<p>Application of skills learned in the gerontology interdisciplinary minor to a human service setting.</p>","AHS-487B","Application of skills learned in the gerontology interdisciplinary minor to a human service setting.","35004.0","","3.0","9.0","false","","false"
"AHS 490: Workshop","AHS 490","AHS 490","1501","","","AHS-490","","7381.0","","1.0","5.0","false","","false"
"ANEQ 102: Introduction to Equine Science","ANEQ 102","ANEQ 102","1171","","","ANEQ-102","","5650.0","","0.0","4.0","false","","false"
"ANEQ 103: Introduction to Animal Science","ANEQ 103","ANEQ 103","1171","","<p>Introduction to the livestock industries with emphasis on food and fiber animals. Overviews of the industry structures, and historical and future trends. Product quality evaluation and factors influencing animal performance such as management, nutrition, genetics, and reproduction are presented. Non-animal sciences majors only.</p>","ANEQ-103","Introduction to the livestock industries with emphasis on food and fiber animals. Overviews of the industry structures, and historical and future trends. Product quality evaluation and factors influencing animal performance such as management, nutrition, genetics, and reproduction are presented. Non-animal sciences majors only.","22321.0","","3.0","","false","","false"
"ANEQ 105: Large Animal Anatomy","ANEQ 105","ANEQ 105","1171","","","ANEQ-105","","4827.0","","1.0","","false","","false"
"ANEQ 115: Applied Equine Behavior","ANEQ 115","ANEQ 115","1171","","","ANEQ-115","","20084.0","","0.0","2.0","false","","false"
"ANEQ 193: Exploring Student Success","ANEQ 193","ANEQ 193","1171","","","ANEQ-193","","38002.0","","1.0","","false","","false"
"ANEQ 200: Horsemanship and Equitation","ANEQ 200","ANEQ 200","1171","","","ANEQ-200","","20141.0","","2.0","","false","","false"
"ANEQ 201A: Prep Horse Compettn: Western","ANEQ 201A","ANEQ 201A","1171","","","ANEQ-201A","","5652.0","","2.0","","false","","false"
"ANEQ 201B: Prep Horse Compettn: English","ANEQ 201B","ANEQ 201B","1171","","","ANEQ-201B","","5653.0","","2.0","","false","","false"
"ANEQ 203: Equine Management","ANEQ 203","ANEQ 203","1171","","","ANEQ-203","","854.0","","0.0","2.0","false","","false"
"ANEQ 204: Equine Facilities Management","ANEQ 204","ANEQ 204","1171","","","ANEQ-204","","2781.0","","0.0","3.0","false","","false"
"ANEQ 205: Equine Assessment and Training","ANEQ 205","ANEQ 205","1171","","","ANEQ-205","","26621.0","","2.0","","false","","false"
"ANEQ 249: Intro to Trail Riding Industry","ANEQ 249","ANEQ 249","1171","","","ANEQ-249","","1107.0","","1.0","","false","","false"
"ANEQ 292: Equine Industry Seminar","ANEQ 292","ANEQ 292","1171","","","ANEQ-292","","8043.0","","1.0","","false","","false"
"ANEQ 300E: Topics: Family Ranching","ANEQ 300E","ANEQ 300E","1171","","","ANEQ-300E","","5660.0","","1.0","","false","","false"
"ANEQ 300R: Topics Anml Sci: Calving&Care","ANEQ 300R","ANEQ 300R","1171","","","ANEQ-300R","","2006.0","","0.0","2.0","false","","false"
"ANEQ 300V: Seedstock Sale Management","ANEQ 300V","ANEQ 300V","1171","","","ANEQ-300V","","36621.0","","1.0","","false","","false"
"ANEQ 303: Equine Digital Photography","ANEQ 303","ANEQ 303","1171","","","ANEQ-303","","18681.0","","0.0","3.0","false","","false"
"ANEQ 321: Applied Animal Nutrition","ANEQ 321","ANEQ 321","1171","","","ANEQ-321","","42841.0","","1.0","","false","","false"
"ANEQ 322: Pet Nutrition","ANEQ 322","ANEQ 322","1171","","<p>An estimated 60% of behavior problems in dogs and cats are diet related. This course strives to provide students with a basic understanding of dietary requirements for healthy, happy companion animals. Topics covered include basic nutrients, nutrient requirements, feeding practices, prescription diets, developments in pet foods, and sources of nutrients for traditional domestic pets as well as exotics, birds, and wildlife.</p>","ANEQ-322","An estimated 60% of behavior problems in dogs and cats are diet related. This course provides students with an understanding of dietary requirements for healthy, happy companion animals. Topics include basic nutrient requirements, feeding practices, prescription diets, and developments in pet foods for traditional domestic pets as well as exotics, birds, and wildlife.","5814.0","","2.0","","false","","false"
"ANEQ 324: Applied Equine Nutrition","ANEQ 324","ANEQ 324","1171","","","ANEQ-324","","42842.0","","1.0","","false","","false"
"ANEQ 349: Packing and Outfitting","ANEQ 349","ANEQ 349","1171","","","ANEQ-349","","9596.0","","0.0","2.0","false","","false"
"ANEQ 351: Therapeutic Riding","ANEQ 351","ANEQ 351","1171","","","ANEQ-351","","5682.0","","0.0","2.0","false","","false"
